ID_participant	ID_partner	ID_group	ID_dyad	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	hand	nonref	icon	metaph	deixis	conv	phrase_position	phrase_ID	label_participant	label_partner	condition
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 15	203534	204579	0.001	0.043	0.043	0.078	0.333	0.333	0.071	0.349	0.349	0.166	0.333	0.333	0.174	0.986	0.986	204380	204540	left	no	no	yes	abstract	no	no	phrase_10	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 16	206943	207659	0	0.061	0.061	0.052	0.618	0.618	0.053	0.687	0.687	0.162	0.268	0.268	0.16	1.667	1.667	206980	206960	left	yes	no	no	no	no	no	phrase_11	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 17	208681	210204	0.003	0.03	0.03	0.235	0.664	0.664	0.049	0.365	0.365	0.218	0.271	0.271	0.338	1.069	1.069	209740	209020	left	no	no	no	abstract	no	no	phrase_12	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 18	215717	217314	0.053	0.065	0.065	0.729	0.524	0.729	0.195	0.282	0.282	0.463	0.568	0.568	0.869	1.03	1.03	216900	216200	both	no	no	yes	abstract	no	first	phrase_13	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 19	217314	218893	0.063	0.048	0.063	0.832	0.58	0.832	0.191	0.199	0.199	0.635	0.562	0.635	1.081	1.149	1.149	217860	217320	both	no	no	yes	abstract	no	last	phrase_13	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 2	11041	12417	0.001	0.07	0.07	0.172	0.87	0.87	-0.05	0.29	0.29	0.139	0.414	0.414	0.253	1.278	1.278	11920	11940	left	no	no	yes	no	no	no	phrase_2	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 20	220666	222166	0.047	0.002	0.047	0.659	0.208	0.659	0.222	0.095	0.222	0.336	0.195	0.336	1.205	0.259	1.205	220980	220840	right	no	no	yes	no	no	no	phrase_14	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 21	231495	234703	0.274	0.002	0.274	1.556	0.223	1.556	0.562	0.085	0.562	0.556	0.172	0.556	1.936	0.232	1.936	232460	234520	right	no	no	no	abstract	no	no	phrase_15	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 22	238689	239986	0.075	0.011	0.075	1.124	0.372	1.124	0.547	0.08	0.547	0.102	0.165	0.102	1.909	0.74	1.909	239280	239980	right	no	no	no	abstract	no	no	phrase_16	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 23	243662	244648	0.066	0.011	0.066	0.702	0.389	0.702	0.228	0.117	0.228	0.331	0.199	0.331	1.273	0.953	1.273	244060	244480	right	no	no	yes	no	no	no	phrase_17	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 24	245291	245810	0.022	0.002	0.022	0.277	0.127	0.277	0.197	0.094	0.197	0.197	0.181	0.197	0.868	0.673	0.868	245620	245300	right	no	no	yes	no	no	first	phrase_18	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 25	245810	246587	0.05	0.055	0.055	0.528	0.698	0.698	0.241	0.328	0.328	0.318	0.38	0.38	0.877	1.382	1.382	246040	246120	both	no	no	no	no	yes	middle	phrase_18	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 26	246851	247537	0.049	0.054	0.054	0.551	0.577	0.577	0.215	0.325	0.325	0.323	0.415	0.415	1.345	1.334	1.345	247220	247200	both	no	no	no	no	yes	middle	phrase_18	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 27	247537	248189	0.011	0.02	0.02	0.241	0.364	0.364	0.146	0.252	0.252	0.191	0.324	0.324	0.648	0.872	0.872	247860	247740	both	no	no	yes	no	no	last	phrase_18	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 28	249226	250064	0.01	0.013	0.013	0.267	0.245	0.267	0.069	0.18	0.18	0.225	0.311	0.311	0.601	0.505	0.601	249480	249840	both	yes	no	no	no	no	first	phrase_19	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 29	250064	250787	0.01	0.02	0.02	0.274	0.388	0.388	0.065	0.23	0.23	0.239	0.305	0.305	0.545	0.944	0.944	250320	250400	both	yes	no	no	no	no	last	phrase_19	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 3	40266	41334	0.114	0.006	0.114	1.002	0.219	1.002	0.383	0.033	0.383	0.358	0.165	0.358	1.732	0.476	1.732	40660	40840	right	no	no	no	concrete	no	no	phrase_3	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 30	254032	255018	0.001	0.011	0.011	0.092	0.276	0.276	0.021	0.191	0.191	0.08	0.229	0.229	0.175	0.707	0.707	254200	254340	left	no	no	yes	no	no	first	phrase_20	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 31	255018	256212	0.001	0.015	0.015	0.142	0.357	0.357	0.035	0.237	0.237	0.057	0.136	0.136	0.256	0.803	0.803	255340	255740	left	no	no	yes	abstract	no	middle	phrase_20	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 32	256212	257865	0.001	0.075	0.075	0.131	0.626	0.626	0.013	0.33	0.33	0.086	0.269	0.269	0.199	1.468	1.468	257720	256540	left	no	no	yes	no	no	last	phrase_20	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 4	42199	43296	0.022	0.005	0.022	0.554	0.265	0.554	0.209	0.034	0.209	0.198	0.178	0.198	0.758	0.451	0.758	42540	42840	right	no	no	yes	abstract	no	no	phrase_4	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 5	49022	50071	0.052	0.008	0.052	0.619	0.279	0.619	0.202	0.043	0.202	0.291	0.182	0.291	0.967	0.499	0.967	49420	49400	right	no	no	no	abstract	no	no	phrase_5	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 6	71466	74263	0.026	0.006	0.026	0.496	0.339	0.496	0.151	0.051	0.151	0.177	0.181	0.177	0.857	0.512	0.857	71700	71960	right	no	no	yes	abstract	no	no	phrase_6	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 7	89710	90289	0.03	0.002	0.03	0.445	0.138	0.445	0.138	-0.009	0.138	0.24	0.193	0.24	1.399	0.35	1.399	89920	89880	right	no	no	no	abstract	no	no	phrase_7	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 8	164555	166319	0.003	0.009	0.009	0.176	0.523	0.523	0.06	0.329	0.329	0.168	0.277	0.277	0.241	0.936	0.936	165140	165040	left	no	no	no	abstract	no	no	phrase_8	L1	L2	L1-L2
0610_1400_C	0610_1400_B	0610_1400	0610_1400_CB	sem_ 9	192386	193613	0.002	0.055	0.055	0.186	0.435	0.435	0.035	0.436	0.436	0.166	0.401	0.401	0.309	0.897	0.897	192620	193420	left	no	no	yes	abstract	no	first	phrase_9	L1	L2	L1-L2
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 1	9046	10976	0.198	0.142	0.198	1.549	1.559	1.559	0.463	0.495	0.495	0.708	0.612	0.708	1.677	2.037	2.037	10400	10420	both	yes	no	no	no	no	no	phrase_1	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 10	63591	66275	0.133	0.02	0.133	1.501	0.81	1.501	0.348	0.164	0.348	0.466	0.142	0.466	2.661	1.185	2.661	65980	65920	right	yes	no	no	no	no	first	phrase_9	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 11	66540	69091	0.92	0.389	0.92	3.399	2.297	3.399	1.062	0.74	1.062	1.627	0.89	1.627	4.172	2.749	4.172	68120	67380	both	no	yes	no	no	no	last	phrase_9	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 12	71326	74653	0.501	0.539	0.539	2.899	3.112	3.112	0.793	0.716	0.793	0.847	0.891	0.891	3.14	2.991	3.14	71980	71920	both	no	no	yes	no	no	no	phrase_10	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 13	86197	86957	0.085	0.006	0.085	0.462	0.315	0.462	0.517	0.169	0.517	0.236	0.11	0.236	1.501	1.164	1.501	86940	86480	right	no	no	no	abstract	no	no	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 14	110830	111957	0.38	0.025	0.38	1.212	0.305	1.212	0.809	0.411	0.809	0.773	0.049	0.773	2.731	0.594	2.731	111360	111480	right	no	no	yes	concrete	no	no	phrase_12	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 15	115802	118676	0.09	0.008	0.09	1.397	0.806	1.397	0.746	0.331	0.746	0.307	0.062	0.307	1.89	0.755	1.89	116380	116080	right	no	no	no	abstract	no	no	phrase_13	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 16	128645	130802	0.937	1.024	1.024	3.115	3.257	3.257	1.064	1.104	1.104	1.084	1.059	1.084	3.45	3.737	3.737	129360	129340	both	no	yes	no	no	no	no	phrase_14	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 17	139869	143413	0.527	0.508	0.527	2.583	2.756	2.756	0.916	0.708	0.916	0.851	1.073	1.073	2.339	2.428	2.428	141800	141800	both	no	yes	no	no	no	no	phrase_15	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 18	144095	145652	0.31	0.291	0.31	2.054	2.098	2.098	0.442	0.333	0.442	0.921	1.104	1.104	2.026	2.437	2.437	144400	144400	both	no	no	yes	no	no	no	phrase_16	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 19	171543	174043	0.417	0.012	0.417	2.15	0.63	2.15	0.816	0.182	0.816	0.6	0.255	0.6	2.333	0.522	2.333	172920	172800	right	no	no	yes	no	no	no	phrase_17	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 2	11023	12093	0.005	0.215	0.215	0.251	1.275	1.275	0.059	0.418	0.418	0.343	0.66	0.66	0.42	2.21	2.21	11880	11780	left	yes	no	no	no	no	last	phrase_1	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 20	176086	177652	0.313	0.021	0.313	1.25	0.388	1.25	0.759	0.257	0.759	0.756	0.359	0.756	2.001	0.916	2.001	176820	177640	right	no	no	yes	no	no	first	phrase_18	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 21	177652	179521	0.276	0.307	0.307	1.137	1.604	1.604	0.623	0.747	0.747	0.896	0.737	0.896	1.36	2.331	2.331	177900	178020	both	yes	no	no	no	no	last	phrase_18	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 22	200021	204565	0.056	0.031	0.056	1.317	0.979	1.317	0.065	0.119	0.065	0.448	0.427	0.448	1.405	1.911	1.405	200500	202400	right	yes	no	no	no	no	no	phrase_19	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 23	204891	206891	0.823	0.206	0.823	1.856	1.199	1.856	0.704	0.292	0.704	0.726	0.411	0.726	2.91	1.693	2.91	206780	206880	right	no	no	yes	abstract	no	no	phrase_20	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 24	210195	215333	1.075	1.344	1.344	3.298	4.17	4.17	1.238	0.964	1.238	1.223	1.47	1.47	2.42	2.252	2.42	214600	212200	both	no	no	yes	abstract	no	first	phrase_21	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 25	215333	218195	0.575	0.611	0.611	1.954	2.606	2.606	1.033	0.807	1.033	1.189	1.054	1.189	1.599	2.843	2.843	215520	217160	both	no	no	yes	no	no	last	phrase_21	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 26	219804	220977	0.259	0.167	0.259	1.093	1.159	1.159	0.549	0.488	0.549	0.562	0.805	0.805	2.906	3.244	3.244	220240	220420	both	yes	no	no	no	no	first	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 27	220977	225864	0.085	0.076	0.085	2.018	1.977	2.018	0.799	0.748	0.799	0.83	0.93	0.93	1.385	1.413	1.413	223180	223300	both	no	no	yes	no	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 28	225864	230295	0.089	0.024	0.089	1.265	1.367	1.367	0.955	0.723	0.955	0.761	0.819	0.819	1.332	0.87	1.332	226500	226400	both	no	no	yes	no	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 29	230295	232205	0.28	0.02	0.28	1.608	0.642	1.608	0.757	0.715	0.757	0.698	0.892	0.892	2.893	0.826	2.893	230500	231740	both	no	no	yes	abstract	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 3	21372	22813	0.337	0.251	0.251	2.494	1.888	1.888	0.247	0.343	0.343	0.622	0.495	0.495	4.766	2.645	2.645	22800	22240	left	no	no	no	concrete	no	no	phrase_2	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 30	232205	233568	0.02	0.009	0.02	0.46	0.305	0.46	0.608	0.649	0.649	0.492	0.956	0.956	1.168	0.679	1.168	232220	232360	both	yes	no	no	no	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 31	233568	235455	0.076	0.034	0.076	0.595	0.506	0.595	0.833	0.65	0.833	0.685	0.864	0.864	1.075	1.086	1.086	234260	233720	both	no	no	yes	abstract	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 32	235455	236182	0.001	0.002	0.002	0.168	0.118	0.168	0.79	0.597	0.79	0.678	0.794	0.794	0.524	0.294	0.524	235500	236040	both	yes	no	no	no	no	middle	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 33	236182	238413	0.195	0.332	0.332	2.025	1.318	2.025	1.149	0.692	1.149	1.186	0.759	1.186	1.784	1.803	1.803	238060	236200	both	no	no	yes	no	no	last	phrase_22	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 34	242562	245437	0.133	0.065	0.133	1.57	1.22	1.57	0.575	0.214	0.575	0.212	0.266	0.212	2.339	2.41	2.339	242840	245180	right	no	no	yes	no	no	no	phrase_23	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 35	249375	252686	0.315	0.342	0.342	1.703	1.947	1.947	0.981	0.927	0.981	0.507	0.759	0.759	2.289	2.353	2.353	250420	250420	both	no	no	no	no	yes	first	phrase_24	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 36	252686	257568	0.183	0.156	0.183	2.114	2.095	2.114	0.912	0.778	0.912	0.704	0.887	0.887	1.797	1.65	1.797	255400	255220	both	yes	no	no	no	no	middle	phrase_24	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 37	257568	258636	0.049	0.04	0.049	0.433	0.43	0.433	0.79	0.661	0.79	0.691	0.877	0.877	0.98	0.639	0.98	258080	258000	both	no	no	no	concrete	no	middle	phrase_24	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 38	258636	260295	0.067	0.081	0.081	0.587	0.815	0.815	0.792	0.608	0.792	0.912	0.648	0.912	1.142	1.758	1.758	259020	258640	both	no	no	yes	abstract	no	middle	phrase_24	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 39	260295	264623	0.395	0.091	0.395	2.286	1.342	2.286	0.846	0.796	0.846	0.854	0.521	0.854	2.059	0.866	2.059	263460	262640	both	yes	no	no	no	no	last	phrase_24	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 4	30887	31775	0.002	0.003	0.003	0.255	0.33	0.33	0.158	0.033	0.033	0.19	0.085	0.085	0.672	0.728	0.728	31120	31380	left	yes	no	no	no	no	no	phrase_3	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 5	35795	36969	0.289	0.505	0.505	1.356	1.668	1.668	0.653	0.626	0.653	0.542	0.721	0.721	2.872	3.097	3.097	36540	36400	both	no	yes	no	no	no	no	phrase_4	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 6	37622	38775	0.045	0.014	0.045	0.64	0.612	0.64	0.457	0.068	0.457	0.102	0.189	0.102	1.168	1.861	1.168	38140	37780	right	no	no	yes	no	no	no	phrase_5	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 7	39520	40734	0.436	0.031	0.436	1.884	0.872	1.884	0.879	0.117	0.879	0.571	0.313	0.571	3.12	3.112	3.12	40260	40720	right	no	no	no	abstract	no	no	phrase_6	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 8	52591	53632	0.33	0.369	0.369	1.835	1.988	1.988	0.627	0.486	0.627	0.683	0.71	0.71	2.856	3.346	3.346	53060	53100	both	no	yes	no	no	no	no	phrase_7	L2	L1	L2-L1
0610_1530_A	0610_1530_B	0610_1530	0610_1530_AB	sem_ 9	62234	63040	0.017	0.042	0.017	0.434	0.781	0.434	0.296	0.139	0.296	0.118	0.348	0.118	1.056	2.695	1.056	62240	63020	right	yes	no	no	no	no	no	phrase_8	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 1	50068	52238	0.716	0.277	0.716	1.968	1.699	1.968	1.583	0.559	1.583	0.654	0.69	0.69	1.874	2.438	2.438	50500	50680	both	no	no	yes	no	no	no	phrase_1	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 10	139000	139686	0.115	0.002	0.115	0.545	0.077	0.545	0.673	0.113	0.673	0.496	0.413	0.496	1.76	0.187	1.76	139000	139640	right	no	no	yes	no	no	last	phrase_9	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 11	141694	142813	0.062	0.033	0.062	0.719	0.538	0.719	0.449	0.241	0.449	0.46	0.555	0.555	1.157	0.912	1.157	142140	142200	both	no	no	no	concrete	no	first	phrase_10	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 12	143093	144347	0.16	0.125	0.16	1.205	1.135	1.205	0.697	0.416	0.697	0.563	0.743	0.743	2.156	1.648	2.156	143460	143540	both	no	no	no	abstract	no	last	phrase_10	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 13	149540	151897	0.247	0.209	0.247	0.944	0.887	0.944	0.798	0.599	0.798	0.667	0.815	0.667	1.885	1.128	1.885	150300	151820	right	yes	no	no	no	no	first	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 14	151897	154053	0.022	0.032	0.022	0.665	0.779	0.665	0.741	0.591	0.741	0.724	0.884	0.724	1.296	0.888	1.296	152580	151900	right	no	no	yes	no	no	middle	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 15	154053	155013	0.003	0.003	0.003	0.121	0.189	0.121	0.743	0.539	0.743	0.737	0.831	0.737	0.311	0.485	0.311	154940	155000	right	yes	no	no	no	no	middle	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 16	155013	158605	0.017	0.02	0.017	0.718	0.766	0.718	0.742	0.55	0.742	0.719	0.819	0.719	0.576	0.62	0.576	155020	155020	right	yes	no	no	no	no	middle	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 17	158605	163220	0.056	0.011	0.056	1.75	0.551	1.75	0.71	0.153	0.71	0.75	0.407	0.75	1.525	0.62	1.525	160640	161420	right	no	no	yes	no	no	last	phrase_11	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 18	174084	175211	0.103	0.005	0.103	0.8	0.171	0.8	0.621	0.153	0.621	0.319	0.202	0.319	2.286	1.05	2.286	174600	175080	right	no	no	no	no	yes	no	phrase_12	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 2	53988	55045	0.355	0.004	0.355	1.437	0.192	1.437	0.942	0.157	0.942	0.73	0.211	0.73	2.751	0.588	2.751	54420	55040	right	no	no	yes	no	no	no	phrase_2	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 20	177661	178380	0.078	0.002	0.078	0.555	0.094	0.555	0.619	0.117	0.619	0.454	0.395	0.454	1.322	0.289	1.322	178160	177760	right	no	no	no	no	yes	no	phrase_14	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 21	207183	210197	0.082	0.142	0.142	4.098	1.647	1.647	0.31	0.431	0.431	0.352	0.253	0.253	3.52	1.665	1.665	207300	208260	left	yes	no	no	no	no	first	phrase_15	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 22	210197	213126	0.926	0.353	0.926	4.423	3.23	4.423	0.729	0.48	0.729	1.271	0.729	1.271	3.211	3.943	3.943	211040	212060	both	no	no	yes	no	no	middle	phrase_15	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 23	213267	214112	0.004	0.374	0.374	0.142	1.231	1.231	0.18	0.784	0.784	0.282	0.804	0.804	0.259	3.46	3.46	213900	213680	left	no	no	no	no	yes	last	phrase_15	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 24	214478	216169	0.035	0.009	0.035	0.76	0.352	0.76	0.465	0.123	0.465	0.413	0.147	0.413	1.596	1.364	1.596	215780	214480	right	no	no	no	no	yes	no	phrase_16	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 25	241661	243070	0.005	0.144	0.144	0.228	0.931	0.931	0.116	0.846	0.846	0.107	0.687	0.687	0.457	1.649	1.649	241720	243000	both	yes	no	no	no	no	no	phrase_17	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 26	246338	249478	0.492	0.376	0.492	2.097	1.946	2.097	0.721	0.746	0.746	1.018	0.983	1.018	2.155	2.326	2.326	247740	247720	both	no	no	yes	no	no	first	phrase_18	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 27	249478	253169	0.263	0.267	0.267	1.269	1.352	1.352	0.537	0.691	0.691	0.926	0.83	0.926	1.328	1.252	1.328	250120	250140	both	yes	no	no	no	no	last	phrase_18	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 28	261507	262760	0.079	0.004	0.079	0.966	0.253	0.966	0.594	0.179	0.594	0.333	0.33	0.333	1.997	0.418	1.997	261940	262640	right	no	no	no	concrete	no	no	phrase_19	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 29	267704	270126	0.445	0.289	0.445	2.476	2.243	2.476	0.751	0.785	0.785	0.902	0.72	0.902	2.808	2.191	2.808	268280	268220	both	no	no	yes	no	no	no	phrase_20	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 3	58056	60965	0.366	0.17	0.366	2.271	1.784	2.271	0.65	0.492	0.65	1.034	0.77	1.034	2.471	2	2.471	58520	58580	both	no	no	yes	no	no	no	phrase_3	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 4	75556	77306	0.322	0.246	0.322	2.404	1.938	2.404	0.523	0.39	0.523	1.119	1.017	1.119	2.7	2.259	2.7	76000	76340	both	no	no	yes	no	no	no	phrase_4	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 5	102926	103733	0.023	0.005	0.023	0.771	0.207	0.771	0.605	0.141	0.605	0.107	0.242	0.107	1.626	0.55	1.626	103220	103240	right	no	no	no	concrete	no	no	phrase_5	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 6	110344	113274	0.793	0.975	0.975	3.194	3.242	3.242	1.184	1.08	1.184	0.904	1.098	1.098	2.127	2.606	2.606	112100	112060	both	no	no	yes	no	no	no	phrase_6	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 7	116614	117864	0.519	0.511	0.519	2.016	2.016	2.016	0.652	0.615	0.652	0.989	1.044	1.044	2.822	2.731	2.822	117260	117260	both	no	no	yes	no	no	no	phrase_7	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 8	118778	121737	0.705	0.576	0.705	3.097	3.067	3.097	0.918	0.635	0.918	1.215	1.24	1.24	1.889	2.217	2.217	119600	119580	both	no	no	yes	no	no	no	phrase_8	L2	L1	L2-L1
0610_1530_A	0610_1530_C	0610_1530	0610_1530_CA	sem_ 9	138466	139000	0.086	0.001	0.086	0.502	0.067	0.502	0.844	0.079	0.844	0.498	0.408	0.498	1.531	0.187	1.531	138940	138980	right	no	no	yes	abstract	no	first	phrase_9	L2	L1	L2-L1
0610_1530_B	0610_1530_A	0610_1530	0610_1530_AB	sem_1	20296	21468	0.106	0.1	0.106	1.096	1.03	1.096	0.091	0.098	0.098	0.623	0.592	0.623	1.903	1.866	1.903	20960	20940	both	no	no	yes	no	no	no	phrase_1	L1	L2	L1-L2
0610_1530_B	0610_1530_A	0610_1530	0610_1530_AB	sem_2	93937	95406	0	0.246	0.246	0.069	1.621	1.621	-0.128	0.336	0.336	0.178	0.653	0.653	0.158	1.995	1.995	95100	94420	left	no	no	yes	abstract	no	no	phrase_2	L1	L2	L1-L2
0610_1530_B	0610_1530_A	0610_1530	0610_1530_AB	sem_3	98125	99841	0.316	0.274	0.316	1.884	1.771	1.884	0.408	0.471	0.471	0.701	0.601	0.701	1.9	1.782	1.9	99100	98760	both	no	no	yes	abstract	no	no	phrase_3	L1	L2	L1-L2
