word	ID_participant	ID_partner	Lemma	POS
dus	0610_1830_A	0610_1830_C	dus	ADV
ik	0610_1830_A	0610_1830_C	ik	PRON
zou	0610_1830_A	0610_1830_C	zullen	AUX
dat	0610_1830_A	0610_1830_C	dat	SCONJ
heel	0610_1830_A	0610_1830_C	heel	ADJ
spannend	0610_1830_A	0610_1830_C	spannend	ADJ
vinden	0610_1830_A	0610_1830_C	vinden	VERB
denk	0610_1830_A	0610_1830_C	denken	VERB
ik	0610_1830_A	0610_1830_C	ik	PRON
als	0610_1830_A	0610_1830_C	als	SCONJ
ik	0610_1830_A	0610_1830_C	ik	PRON
dat	0610_1830_A	0610_1830_C	dat	SCONJ
opeens	0610_1830_A	0610_1830_C	opeens	ADV
live	0610_1830_A	0610_1830_C	live	ADJ
moet	0610_1830_A	0610_1830_C	moeten	AUX
doen	0610_1830_A	0610_1830_C	doen	VERB
NA	0610_1830_C	0610_1830_A	NA	ADV
heb	0610_1830_C	0610_1830_A	hebben	VERB
natuurlijk	0610_1830_C	0610_1830_A	natuurlijk	ADJ
wel	0610_1830_C	0610_1830_A	wel	ADV
moeten	0610_1830_C	0610_1830_A	moeten	AUX
solliciteren	0610_1830_C	0610_1830_A	solliciteren	VERB
voor	0610_1830_C	0610_1830_A	voor	ADP
mijn	0610_1830_C	0610_1830_A	mijn	PRON
stage	0610_1830_C	0610_1830_A	stage	NOUN
maar	0610_1830_C	0610_1830_A	maar	CCONJ
toen	0610_1830_C	0610_1830_A	toen	SCONJ
was	0610_1830_C	0610_1830_A	zijn	AUX
er	0610_1830_C	0610_1830_A	er	ADV
nog	0610_1830_C	0610_1830_A	nog	ADV
geen	0610_1830_C	0610_1830_A	geen	DET
sprake	0610_1830_C	0610_1830_A	spraak	NOUN
van	0610_1830_C	0610_1830_A	van	ADP
corona	0610_1830_C	0610_1830_A	Corona	PROPN
dus	0610_1830_C	0610_1830_A	dus	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
ja	0610_1830_A	0610_1830_C	ja	INTJ
allemaal	0610_1830_A	0610_1830_C	allemaal	ADV
gekke	0610_1830_A	0610_1830_C	gek	ADJ
gekke	0610_1830_A	0610_1830_C	gek	ADJ
tijden	0610_1830_A	0610_1830_C	tijd	NOUN
NA	0610_1830_C	0610_1830_A	NA	ADV
ook	0610_1830_A	0610_1830_C	ook	ADV
dat	0610_1830_A	0610_1830_C	dat	SCONJ
scherm	0610_1830_A	0610_1830_C	scherm	NOUN
eigenlijk	0610_1830_A	0610_1830_C	eigenlijk	ADJ
hier	0610_1830_A	0610_1830_C	hier	ADV
dus	0610_1830_A	0610_1830_C	dus	ADV
ook	0610_1830_A	0610_1830_C	ook	ADV
maar	0610_1830_A	0610_1830_C	maar	CCONJ
raar	0610_1830_A	0610_1830_C	raar	ADJ
maar	0610_1830_C	0610_1830_A	maar	CCONJ
is	0610_1830_C	0610_1830_A	zijn	AUX
wel	0610_1830_C	0610_1830_A	wel	ADV
is	0610_1830_C	0610_1830_A	zijn	AUX
een	0610_1830_C	0610_1830_A	een	DET
proper	0610_1830_C	0610_1830_A	proper	ADJ
scherm	0610_1830_C	0610_1830_A	scherm	NOUN
ik	0610_1830_C	0610_1830_A	ik	PRON
kan	0610_1830_C	0610_1830_A	kunnen	AUX
u	0610_1830_C	0610_1830_A	u	PRON
heel	0610_1830_C	0610_1830_A	heel	ADJ
goed	0610_1830_C	0610_1830_A	goed	ADJ
zien	0610_1830_C	0610_1830_A	zien	VERB
ja	0610_1830_A	0610_1830_C	ja	INTJ
hebt	0610_1830_A	0610_1830_C	hebben	VERB
gij	0610_1830_A	0610_1830_C	gij	PRON
dat	0610_1830_A	0610_1830_C	dat	SCONJ
al	0610_1830_A	0610_1830_C	al	ADV
zo	0610_1830_A	0610_1830_C	zo	ADV
vaak	0610_1830_A	0610_1830_C	vaak	ADJ
gehad	0610_1830_A	0610_1830_C	hebben	VERB
dat	0610_1830_A	0610_1830_C	dat	SCONJ
dat	0610_1830_A	0610_1830_C	dat	SCONJ
dan	0610_1830_A	0610_1830_C	dan	SCONJ
vuil	0610_1830_A	0610_1830_C	vuil	ADJ
is	0610_1830_A	0610_1830_C	zijn	AUX
ofzo	0610_1830_A	0610_1830_C	ofzo	PROPN
ik	0610_1830_C	0610_1830_A	ik	PRON
heb	0610_1830_C	0610_1830_A	hebben	VERB
dat	0610_1830_C	0610_1830_A	dat	SCONJ
wel	0610_1830_C	0610_1830_A	wel	ADV
een	0610_1830_C	0610_1830_A	een	DET
paar	0610_1830_C	0610_1830_A	paar	NOUN
keer	0610_1830_C	0610_1830_A	keer	NOUN
al	0610_1830_C	0610_1830_A	al	ADV
gehad	0610_1830_C	0610_1830_A	hebben	VERB
NA	0610_1830_A	0610_1830_C	NA	ADV
zo	0610_1830_C	0610_1830_A	zo	ADV
in	0610_1830_C	0610_1830_A	in	ADP
winkels	0610_1830_C	0610_1830_A	winkel	NOUN
kunt	0610_1830_C	0610_1830_A	kunnen	AUX
ge	0610_1830_C	0610_1830_A	Ge	PRON
dat	0610_1830_C	0610_1830_A	dat	SCONJ
dan	0610_1830_C	0610_1830_A	dan	SCONJ
soms	0610_1830_C	0610_1830_A	soms	ADV
wel	0610_1830_C	0610_1830_A	wel	ADV
hebben	0610_1830_C	0610_1830_A	hebben	AUX
NA	0610_1830_A	0610_1830_C	NA	ADV
NA	0610_1830_C	0610_1830_A	NA	ADV
maar	0610_1830_A	0610_1830_C	maar	CCONJ
is	0610_1830_A	0610_1830_C	zijn	AUX
ik	0610_1830_A	0610_1830_C	ik	PRON
vind	0610_1830_A	0610_1830_C	vinden	VERB
het	0610_1830_A	0610_1830_C	het	DET
fijn	0610_1830_A	0610_1830_C	fijn	ADJ
om	0610_1830_A	0610_1830_C	om	ADP
nu	0610_1830_A	0610_1830_C	nu	ADV
terug	0610_1830_A	0610_1830_C	terug	ADV
in	0610_1830_A	0610_1830_C	in	ADP
Leuven	0610_1830_A	0610_1830_C	Leuven	PROPN
te	0610_1830_A	0610_1830_C	te	ADP
zijn	0610_1830_A	0610_1830_C	zijn	AUX
hier	0610_1830_A	0610_1830_C	hier	ADV
sowieso	0610_1830_A	0610_1830_C	sowieso	NOUN
dicht	0610_1830_A	0610_1830_C	dicht	ADJ
bij	0610_1830_A	0610_1830_C	bij	ADP
familie	0610_1830_A	0610_1830_C	familie	NOUN
vrienden	0610_1830_A	0610_1830_C	vriend	NOUN
ik	0610_1830_A	0610_1830_C	ik	PRON
heb	0610_1830_A	0610_1830_C	hebben	VERB
altijd	0610_1830_A	0610_1830_C	altijd	ADV
in	0610_1830_A	0610_1830_C	in	ADP
Oud-Heverlee	0610_1830_A	0610_1830_C	Oud-Heverlee	PROPN
gewoond	0610_1830_A	0610_1830_C	wonen	VERB
dus	0610_1830_A	0610_1830_C	dus	ADV
echt	0610_1830_A	0610_1830_C	echt	ADJ
van	0610_1830_A	0610_1830_C	van	ADP
kleins	0610_1830_A	0610_1830_C	klein	NOUN
af	0610_1830_A	0610_1830_C	af	ADP
aan	0610_1830_A	0610_1830_C	aan	ADP
ben	0610_1830_A	0610_1830_C	zijn	AUX
ik	0610_1830_A	0610_1830_C	ik	PRON
hier	0610_1830_A	0610_1830_C	hier	ADV
opgegroeid	0610_1830_A	0610_1830_C	opgegroeid	VERB
NA	0610_1830_C	0610_1830_A	NA	ADV
NA	0610_1830_C	0610_1830_A	NA	ADV
en	0610_1830_A	0610_1830_C	en	CCONJ
ge	0610_1830_A	0610_1830_C	Ge	PRON
maakt	0610_1830_A	0610_1830_C	maken	VERB
zo'n	0610_1830_A	0610_1830_C	zo'n	PRON
stad	0610_1830_A	0610_1830_C	stad	NOUN
ook	0610_1830_A	0610_1830_C	ook	ADV
altijd	0610_1830_A	0610_1830_C	altijd	ADV
op	0610_1830_A	0610_1830_C	op	ADP
heel	0610_1830_A	0610_1830_C	heel	ADJ
veel	0610_1830_A	0610_1830_C	veel	PRON
verschillende	0610_1830_A	0610_1830_C	verschillend	ADJ
manieren	0610_1830_A	0610_1830_C	manier	NOUN
mee	0610_1830_A	0610_1830_C	mee	ADP
NA	0610_1830_C	0610_1830_A	NA	ADV
want	0610_1830_A	0610_1830_C	want	CCONJ
als	0610_1830_A	0610_1830_C	als	SCONJ
middelbare	0610_1830_A	0610_1830_C	middelbaar	ADJ
scholier	0610_1830_A	0610_1830_C	scholier	NOUN
is	0610_1830_A	0610_1830_C	zijn	AUX
dat	0610_1830_A	0610_1830_C	dat	SCONJ
vooral	0610_1830_A	0610_1830_C	vooral	ADV
spannend	0610_1830_A	0610_1830_C	spannend	ADJ
om	0610_1830_A	0610_1830_C	om	ADP
tussen	0610_1830_A	0610_1830_C	tussen	ADP
de	0610_1830_A	0610_1830_C	de	DET
studenten	0610_1830_A	0610_1830_C	student	NOUN
te	0610_1830_A	0610_1830_C	te	ADP
komen	0610_1830_A	0610_1830_C	komen	VERB
en	0610_1830_A	0610_1830_C	en	CCONJ
als	0610_1830_A	0610_1830_C	als	SCONJ
student	0610_1830_A	0610_1830_C	student	NOUN
is	0610_1830_A	0610_1830_C	zijn	AUX
het	0610_1830_A	0610_1830_C	het	DET
helemaal	0610_1830_A	0610_1830_C	helemaal	ADV
zo	0610_1830_A	0610_1830_C	zo	ADV
een	0610_1830_A	0610_1830_C	een	DET
beetje	0610_1830_A	0610_1830_C	beetje	NOUN
tegen	0610_1830_A	0610_1830_C	tegen	ADP
tegen	0610_1830_A	0610_1830_C	tegen	ADP
de	0610_1830_A	0610_1830_C	de	DET
werkwereld	0610_1830_A	0610_1830_C	werkwereld	NOUN
en	0610_1830_A	0610_1830_C	en	CCONJ
dan	0610_1830_A	0610_1830_C	dan	SCONJ
is	0610_1830_A	0610_1830_C	zijn	AUX
het	0610_1830_A	0610_1830_C	het	DET
nu	0610_1830_A	0610_1830_C	nu	ADV
daar	0610_1830_A	0610_1830_C	daar	ADV
proberen	0610_1830_A	0610_1830_C	proberen	VERB
NA	0610_1830_C	0610_1830_A	NA	ADV
maar	0610_1830_A	0610_1830_C	maar	CCONJ
ge	0610_1830_A	0610_1830_C	Ge	PRON
kunt	0610_1830_A	0610_1830_C	kunnen	AUX
zo	0610_1830_A	0610_1830_C	zo	ADV
niet	0610_1830_A	0610_1830_C	niet	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
d'	0610_1830_A	0610_1830_C	d	SYM
er	0610_1830_A	0610_1830_C	er	ADV
is	0610_1830_A	0610_1830_C	zijn	AUX
zo	0610_1830_A	0610_1830_C	zo	ADV
veel	0610_1830_A	0610_1830_C	veel	PRON
stilgevallen	0610_1830_A	0610_1830_C	stilgevallen	VERB
dus	0610_1830_A	0610_1830_C	dus	ADV
het	0610_1830_A	0610_1830_C	het	DET
is	0610_1830_A	0610_1830_C	zijn	AUX
ook	0610_1830_A	0610_1830_C	ook	ADV
moeilijk	0610_1830_A	0610_1830_C	moeilijk	ADJ
om	0610_1830_A	0610_1830_C	om	ADP
de	0610_1830_A	0610_1830_C	de	DET
weg	0610_1830_A	0610_1830_C	weg	ADV
te	0610_1830_A	0610_1830_C	te	ADP
vinden	0610_1830_A	0610_1830_C	vinden	VERB
nu	0610_1830_A	0610_1830_C	nu	ADV
dat	0610_1830_C	0610_1830_A	dat	SCONJ
is	0610_1830_C	0610_1830_A	zijn	AUX
NA	0610_1830_C	0610_1830_A	NA	ADV
ik	0610_1830_C	0610_1830_A	ik	PRON
ben	0610_1830_C	0610_1830_A	zijn	AUX
oorspronkelijk	0610_1830_C	0610_1830_A	oorspronkelijk	ADJ
van	0610_1830_C	0610_1830_A	van	ADP
Geel	0610_1830_C	0610_1830_A	geel	ADJ
weet	0610_1830_C	0610_1830_A	weten	VERB
niet	0610_1830_C	0610_1830_A	niet	ADV
of	0610_1830_C	0610_1830_A	of	CCONJ
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ge	0610_1830_C	0610_1830_A	Ge	PRON
dat	0610_1830_C	0610_1830_A	dat	SCONJ
weet	0610_1830_C	0610_1830_A	weten	VERB
liggen	0610_1830_C	0610_1830_A	liggen	VERB
ik	0610_1830_A	0610_1830_C	ik	PRON
ken	0610_1830_A	0610_1830_C	kennen	VERB
zelfs	0610_1830_A	0610_1830_C	zelfs	ADV
mensen	0610_1830_A	0610_1830_C	mens	NOUN
van	0610_1830_A	0610_1830_C	van	ADP
Geel	0610_1830_A	0610_1830_C	geel	ADJ
kijk	0610_1830_C	0610_1830_A	kijken	VERB
NA	0610_1830_A	0610_1830_C	NA	ADV
kei	0610_1830_C	0610_1830_A	kei	NOUN
vaak	0610_1830_C	0610_1830_A	vaak	ADJ
moet	0610_1830_C	0610_1830_A	moeten	AUX
ik	0610_1830_C	0610_1830_A	ik	PRON
uitleggen	0610_1830_C	0610_1830_A	uitleggen	VERB
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ligt	0610_1830_C	0610_1830_A	liggen	VERB
daar	0610_1830_C	0610_1830_A	daar	ADV
ongeveer	0610_1830_C	0610_1830_A	ongeveer	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
ik	0610_1830_A	0610_1830_C	ik	PRON
ken	0610_1830_A	0610_1830_C	kennen	VERB
ook	0610_1830_A	0610_1830_C	ook	ADV
iemand	0610_1830_A	0610_1830_C	iemand	PRON
die	0610_1830_A	0610_1830_C	die	PRON
daar	0610_1830_A	0610_1830_C	daar	ADV
al	0610_1830_A	0610_1830_C	al	ADV
gewerkt	0610_1830_A	0610_1830_C	werken	VERB
heeft	0610_1830_A	0610_1830_C	hebben	VERB
NA	0610_1830_C	0610_1830_A	NA	ADV
d'	0610_1830_A	0610_1830_C	d	SYM
er	0610_1830_A	0610_1830_C	er	ADV
is	0610_1830_A	0610_1830_C	zijn	AUX
ook	0610_1830_A	0610_1830_C	ook	ADV
een	0610_1830_A	0610_1830_C	een	DET
goei	0610_1830_A	0610_1830_C	goei	NOUN
busverbinding	0610_1830_A	0610_1830_C	busverbinding	NOUN
naar	0610_1830_A	0610_1830_C	naar	ADP
Geel	0610_1830_A	0610_1830_C	geel	ADJ
NA	0610_1830_C	0610_1830_A	NA	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
alleen	0610_1830_C	0610_1830_A	alleen	ADV
een	0610_1830_C	0610_1830_A	een	DET
alleen	0610_1830_C	0610_1830_A	alleen	ADV
een	0610_1830_C	0610_1830_A	een	DET
goei	0610_1830_C	0610_1830_A	goei	NOUN
busverbinding	0610_1830_C	0610_1830_A	busverbinding	NOUN
de	0610_1830_C	0610_1830_A	de	DET
treinverbinding	0610_1830_C	0610_1830_A	treinverbinding	NOUN
niet	0610_1830_C	0610_1830_A	niet	ADV
zo	0610_1830_C	0610_1830_A	zo	ADV
maar	0610_1830_C	0610_1830_A	maar	CCONJ
NA	0610_1830_A	0610_1830_C	NA	ADV
ik	0610_1830_A	0610_1830_C	ik	PRON
vond	0610_1830_A	0610_1830_C	vinden	VERB
dat	0610_1830_A	0610_1830_C	dat	SCONJ
toen	0610_1830_A	0610_1830_C	toen	SCONJ
heel	0610_1830_A	0610_1830_C	heel	ADJ
gemakkelijk	0610_1830_A	0610_1830_C	gemakkelijk	ADJ
met	0610_1830_A	0610_1830_C	met	ADP
de	0610_1830_A	0610_1830_C	de	DET
bus	0610_1830_A	0610_1830_C	bus	NOUN
naar	0610_1830_A	0610_1830_C	naar	ADP
Geel	0610_1830_A	0610_1830_C	geel	ADJ
en	0610_1830_C	0610_1830_A	en	CCONJ
die	0610_1830_C	0610_1830_A	die	PRON
stopt	0610_1830_C	0610_1830_A	stoppen	VERB
bijna	0610_1830_C	0610_1830_A	bijna	ADV
praktisch	0610_1830_C	0610_1830_A	praktisch	ADJ
voor	0610_1830_C	0610_1830_A	voor	ADP
mijn	0610_1830_C	0610_1830_A	mijn	PRON
huis	0610_1830_C	0610_1830_A	huis	NOUN
dus	0610_1830_C	0610_1830_A	dus	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
ik	0610_1830_C	0610_1830_A	ik	PRON
vond	0610_1830_C	0610_1830_A	vinden	VERB
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ook	0610_1830_C	0610_1830_A	ook	ADV
makkelijk	0610_1830_C	0610_1830_A	makkelijk	ADJ
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ik	0610_1830_C	0610_1830_A	ik	PRON
gewoon	0610_1830_C	0610_1830_A	gewoon	ADJ
kon	0610_1830_C	0610_1830_A	kunnen	AUX
uitstappen	0610_1830_C	0610_1830_A	uitstappen	VERB
dat	0610_1830_C	0610_1830_A	dat	SCONJ
mijn	0610_1830_C	0610_1830_A	mijn	PRON
ouders	0610_1830_C	0610_1830_A	ouder	NOUN
niet	0610_1830_C	0610_1830_A	niet	ADV
meer	0610_1830_C	0610_1830_A	veel	PRON
naar	0610_1830_C	0610_1830_A	naar	ADP
station	0610_1830_C	0610_1830_A	station	NOUN
moesten	0610_1830_C	0610_1830_A	moeten	AUX
rijden	0610_1830_C	0610_1830_A	rijden	VERB
om	0610_1830_C	0610_1830_A	om	ADP
mij	0610_1830_C	0610_1830_A	mij	PRON
op	0610_1830_C	0610_1830_A	op	ADP
te	0610_1830_C	0610_1830_A	te	ADP
komen	0610_1830_C	0610_1830_A	komen	VERB
halen	0610_1830_C	0610_1830_A	halen	VERB
enzo	0610_1830_C	0610_1830_A	enzo	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
NA	0610_1830_C	0610_1830_A	NA	ADV
en	0610_1830_A	0610_1830_C	en	CCONJ
gaat	0610_1830_A	0610_1830_C	gaan	VERB
ge	0610_1830_A	0610_1830_C	Ge	PRON
nu	0610_1830_A	0610_1830_C	nu	ADV
vaak	0610_1830_A	0610_1830_C	vaak	ADJ
terug	0610_1830_A	0610_1830_C	terug	ADV
naar	0610_1830_A	0610_1830_C	naar	ADP
daar	0610_1830_A	0610_1830_C	daar	ADV
of	0610_1830_A	0610_1830_C	of	CCONJ
om	0610_1830_C	0610_1830_A	om	ADP
de	0610_1830_C	0610_1830_A	de	DET
twee	0610_1830_C	0610_1830_A	twee	NUM
weken	0610_1830_C	0610_1830_A	week	NOUN
wel	0610_1830_C	0610_1830_A	wel	ADV
maar	0610_1830_C	0610_1830_A	maar	CCONJ
ook	0610_1830_C	0610_1830_A	ook	ADV
ik	0610_1830_C	0610_1830_A	ik	PRON
probeer	0610_1830_C	0610_1830_A	proberen	VERB
mijn	0610_1830_C	0610_1830_A	mijn	PRON
bubbel	0610_1830_C	0610_1830_A	bubbel	NOUN
wat	0610_1830_C	0610_1830_A	wat	PRON
te	0610_1830_C	0610_1830_A	te	ADP
controleren	0610_1830_C	0610_1830_A	controleren	VERB
nu	0610_1830_C	0610_1830_A	nu	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
en	0610_1830_C	0610_1830_A	en	CCONJ
ik	0610_1830_C	0610_1830_A	ik	PRON
heb	0610_1830_C	0610_1830_A	hebben	VERB
nu	0610_1830_C	0610_1830_A	nu	ADV
drie	0610_1830_C	0610_1830_A	drie	NUM
vriendinnen	0610_1830_C	0610_1830_A	vriendin	NOUN
waar	0610_1830_C	0610_1830_A	waar	ADV
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ik	0610_1830_C	0610_1830_A	ik	PRON
mee	0610_1830_C	0610_1830_A	mee	ADP
afspreek	0610_1830_C	0610_1830_A	Afspreek	VERB
en	0610_1830_C	0610_1830_A	en	CCONJ
dat	0610_1830_C	0610_1830_A	dat	SCONJ
is	0610_1830_C	0610_1830_A	zijn	AUX
NA	0610_1830_C	0610_1830_A	NA	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
ik	0610_1830_C	0610_1830_A	ik	PRON
ben	0610_1830_C	0610_1830_A	zijn	AUX
daar	0610_1830_C	0610_1830_A	daar	ADV
echt	0610_1830_C	0610_1830_A	echt	ADJ
wel	0610_1830_C	0610_1830_A	wel	ADV
heel	0610_1830_C	0610_1830_A	heel	ADJ
strikt	0610_1830_C	0610_1830_A	strikt	ADJ
in	0610_1830_C	0610_1830_A	in	ADP
omdat	0610_1830_C	0610_1830_A	omdat	SCONJ
ik	0610_1830_C	0610_1830_A	ik	PRON
mijn	0610_1830_C	0610_1830_A	mijn	PRON
ouders	0610_1830_C	0610_1830_A	ouder	NOUN
en	0610_1830_C	0610_1830_A	en	CCONJ
mijn	0610_1830_C	0610_1830_A	mijn	PRON
grootouders	0610_1830_C	0610_1830_A	grootouder	NOUN
nog	0610_1830_C	0610_1830_A	nog	ADV
wel	0610_1830_C	0610_1830_A	wel	ADV
zie	0610_1830_C	0610_1830_A	zien	VERB
NA	0610_1830_A	0610_1830_C	NA	ADV
dus	0610_1830_C	0610_1830_A	dus	ADV
ik	0610_1830_C	0610_1830_A	ik	PRON
zit	0610_1830_C	0610_1830_A	zitten	VERB
eigenlijk	0610_1830_C	0610_1830_A	eigenlijk	ADJ
net	0610_1830_C	0610_1830_A	net	ADV
buiten	0610_1830_C	0610_1830_A	buiten	ADP
mijn	0610_1830_C	0610_1830_A	mijn	PRON
bubbel	0610_1830_C	0610_1830_A	bubbel	NOUN
als	0610_1830_C	0610_1830_A	als	SCONJ
ge	0610_1830_C	0610_1830_A	Ge	PRON
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ziet	0610_1830_C	0610_1830_A	zien	VERB
maar	0610_1830_C	0610_1830_A	maar	CCONJ
daarmee	0610_1830_C	0610_1830_A	daarmee	ADV
dat	0610_1830_C	0610_1830_A	dat	SCONJ
ik	0610_1830_C	0610_1830_A	ik	PRON
dus	0610_1830_C	0610_1830_A	dus	ADV
om	0610_1830_C	0610_1830_A	om	ADP
de	0610_1830_C	0610_1830_A	de	DET
twee	0610_1830_C	0610_1830_A	twee	NUM
weken	0610_1830_C	0610_1830_A	week	NOUN
maar	0610_1830_C	0610_1830_A	maar	CCONJ
naar	0610_1830_C	0610_1830_A	naar	ADP
huis	0610_1830_C	0610_1830_A	huis	NOUN
ga	0610_1830_C	0610_1830_A	gaan	VERB
dat	0610_1830_C	0610_1830_A	dat	SCONJ
dat	0610_1830_C	0610_1830_A	dat	SCONJ
zo	0610_1830_C	0610_1830_A	zo	ADV
nog	0610_1830_C	0610_1830_A	nog	ADV
wat	0610_1830_C	0610_1830_A	wat	PRON
√ßa	0610_1830_C	0610_1830_A	√ßa	PROPN
va	0610_1830_C	0610_1830_A	va	PROPN
is	0610_1830_C	0610_1830_A	zijn	AUX
NA	0610_1830_A	0610_1830_C	NA	ADV
maar	0610_1830_A	0610_1830_C	maar	CCONJ
wel	0610_1830_A	0610_1830_C	wel	ADV
fijn	0610_1830_A	0610_1830_C	fijn	ADJ
NA	0610_1830_C	0610_1830_A	NA	ADV
en	0610_1830_C	0610_1830_A	en	CCONJ
hoe	0610_1830_C	0610_1830_A	hoe	ADV
oud	0610_1830_C	0610_1830_A	oud	ADJ
bent	0610_1830_C	0610_1830_A	zijn	AUX
ge	0610_1830_C	0610_1830_A	Ge	PRON
eigenlijk	0610_1830_C	0610_1830_A	eigenlijk	ADJ
ik	0610_1830_A	0610_1830_C	ik	PRON
ben	0610_1830_A	0610_1830_C	zijn	AUX
zesentwintig	0610_1830_A	0610_1830_C	zesentwintig	NUM
zesentwintig	0610_1830_C	0610_1830_A	zesentwintig	NUM
ik	0610_1830_C	0610_1830_A	ik	PRON
ben	0610_1830_C	0610_1830_A	zijn	AUX
drie√´ntwintig	0610_1830_C	0610_1830_A	drie√	PROPN
NA	0610_1830_A	0610_1830_C	NA	ADV
NA	0610_1830_A	0610_1830_C	NA	ADV
NA	0610_1830_C	0610_1830_A	NA	ADV
en	0610_1830_C	0610_1830_A	en	CCONJ
hebt	0610_1830_C	0610_1830_A	hebben	VERB
ge	0610_1830_C	0610_1830_A	Ge	PRON
in	0610_1830_C	0610_1830_A	in	ADP
het	0610_1830_C	0610_1830_A	het	DET
orkest	0610_1830_C	0610_1830_A	orkest	NOUN
met	0610_1830_C	0610_1830_A	met	ADP
Valentijn	0610_1830_C	0610_1830_A	Valentijn	PROPN
gezeten	0610_1830_C	0610_1830_A	zitten	VERB
dan	0610_1830_C	0610_1830_A	dan	SCONJ
ofzo	0610_1830_C	0610_1830_A	ofzo	PROPN
maar	0610_1830_A	0610_1830_C	maar	CCONJ
wel	0610_1830_A	0610_1830_C	wel	ADV
met	0610_1830_A	0610_1830_C	met	ADP
vrienden	0610_1830_A	0610_1830_C	vriend	NOUN
van	0610_1830_A	0610_1830_C	van	ADP
Valentijn	0610_1830_A	0610_1830_C	Valentijn	PROPN
in	0610_1830_A	0610_1830_C	in	ADP
een	0610_1830_A	0610_1830_C	een	DET
ander	0610_1830_A	0610_1830_C	ander	ADJ
orkest	0610_1830_A	0610_1830_C	orkest	NOUN
voil√†	0610_1830_C	0610_1830_A	voil√	NOUN
dus	0610_1830_A	0610_1830_C	dus	ADV
ik	0610_1830_A	0610_1830_C	ik	PRON
speel	0610_1830_A	0610_1830_C	speelen	VERB
ook	0610_1830_A	0610_1830_C	ook	ADV
wel	0610_1830_A	0610_1830_C	wel	ADV
cello	0610_1830_A	0610_1830_C	cello	NOUN
NA	0610_1830_C	0610_1830_A	NA	ADV
en	0610_1830_A	0610_1830_C	en	CCONJ
Valentijn	0610_1830_A	0610_1830_C	Valentijn	PROPN
zijn	0610_1830_A	0610_1830_C	zijn	AUX
huisgenoten	0610_1830_A	0610_1830_C	huisgenot	NOUN
daarmee	0610_1830_A	0610_1830_C	daarmee	ADV
heb	0610_1830_A	0610_1830_C	hebben	VERB
ik	0610_1830_A	0610_1830_C	ik	PRON
in	0610_1830_A	0610_1830_C	in	ADP
een	0610_1830_A	0610_1830_C	een	DET
orkest	0610_1830_A	0610_1830_C	orkest	NOUN
hier	0610_1830_A	0610_1830_C	hier	ADV
in	0610_1830_A	0610_1830_C	in	ADP
Leuven	0610_1830_A	0610_1830_C	Leuven	PROPN
gespeeld	0610_1830_A	0610_1830_C	spelen	VERB
van	0610_1830_A	0610_1830_C	van	ADP
van	0610_1830_A	0610_1830_C	van	ADP
toen	0610_1830_A	0610_1830_C	toen	SCONJ
ik	0610_1830_A	0610_1830_C	ik	PRON
klein	0610_1830_A	0610_1830_C	klein	ADJ
was	0610_1830_A	0610_1830_C	zijn	AUX
NA	0610_1830_C	0610_1830_A	NA	ADV
NA	0610_1830_C	0610_1830_A	NA	ADV
dus	0610_1830_A	0610_1830_C	dus	ADV
en	0610_1830_C	0610_1830_A	en	CCONJ
hebt	0610_1830_C	0610_1830_A	hebben	VERB
ge	0610_1830_C	0610_1830_A	Ge	PRON
nog	0610_1830_C	0610_1830_A	nog	ADV
andere	0610_1830_C	0610_1830_A	ander	ADJ
hobby's	0610_1830_C	0610_1830_A	hobby	NOUN
dan	0610_1830_C	0610_1830_A	dan	SCONJ
cello	0610_1830_C	0610_1830_A	cello	NOUN
spelen	0610_1830_C	0610_1830_A	spelen	VERB
ik	0610_1830_A	0610_1830_C	ik	PRON
sport	0610_1830_A	0610_1830_C	sport	NOUN
of	0610_1830_A	0610_1830_C	of	CCONJ
sinds	0610_1830_A	0610_1830_C	sinds	ADP
Suriname	0610_1830_A	0610_1830_C	Suriname	PROPN
doe	0610_1830_A	0610_1830_C	doen	VERB
ik	0610_1830_A	0610_1830_C	ik	PRON
triathlon	0610_1830_A	0610_1830_C	triathlon	NOUN
NA	0610_1830_C	0610_1830_A	NA	ADV
maar	0610_1830_A	0610_1830_C	maar	CCONJ
korte	0610_1830_A	0610_1830_C	kort	ADJ
korte	0610_1830_A	0610_1830_C	kort	ADJ
afstand	0610_1830_A	0610_1830_C	afstand	NOUN
triathlon	0610_1830_A	0610_1830_C	triathlon	NOUN
geen	0610_1830_A	0610_1830_C	geen	DET
